ensembl_id	species	gene_symbol	ens_orthogroup_id	ens_hqorthogroup_id	species_code
ENSG00000250151	human	ARPC4-TTLL3	OG_SNG_000475	HQ_SNG_000976	HUMAN
ENSG00000250254	human	PTTG2	OG_01707	HQ_00437	HUMAN
ENSG00000250264	human		OG_SNG_000476	HQ_SNG_000977	HUMAN
ENSG00000250298	human	GIMD1	OG_14996	HQ_13080	HUMAN
ENSG00000250305	human	TRMT9B	OG_14997	HQ_13081	HUMAN
ENSG00000250312	human	ZNF718	OG_SNG_000477	HQ_SNG_000978	HUMAN
ENSG00000250317	human	SMIM20	OG_17152	HQ_17175	HUMAN
ENSG00000250349	human		OG_SNG_000478	HQ_SNG_000979	HUMAN
ENSG00000250361	human	GYPB	OG_01784	HQ_SNG_000980	HUMAN
ENSG00000250366	human	TUNAR	OG_18915	HQ_18449	HUMAN
ENSG00000250374	human	TRIM75	OG_18916	HQ_18450	HUMAN
ENSG00000250423	human	KIAA1210	OG_18025	HQ_SNG_000981	HUMAN
ENSG00000250424	human		OG_SNG_000479	HQ_SNG_000982	HUMAN
ENSG00000250479	human	CHCHD10	OG_14998	HQ_13082	HUMAN
ENSG00000250506	human	CDK3	OG_17153	HQ_15962	HUMAN
ENSG00000250510	human	GPR162	OG_17154	HQ_15963	HUMAN
ENSG00000250565	human	ATP6V1E2	OG_17155	HQ_15964	HUMAN
ENSG00000250571	human	GLI4	OG_18026	HQ_17176	HUMAN
ENSG00000250641	human	LY6G6F-LY6G6D	OG_SNG_000480	HQ_SNG_000983	HUMAN
ENSG00000250644	human		OG_SNG_000481	HQ_SNG_000984	HUMAN
ENSG00000250673	human	REELD1	OG_18027	HQ_17177	HUMAN
ENSG00000250709	human	CCDC169-SOHLH2	OG_SNG_000482	HQ_SNG_000985	HUMAN
ENSG00000250719	human	P3R3URF	OG_14999	HQ_13083	HUMAN
ENSG00000250722	human	SELENOP	OG_18028	HQ_17178	HUMAN
ENSG00000250741	human	NT5C1B-RDH14	OG_SNG_000483	HQ_SNG_000986	HUMAN
ENSG00000250745	human	USP17L20	OG_00049	HQ_18451	HUMAN
ENSG00000250782	human	TAF11L14	OG_00130	HQ_00018	HUMAN
ENSG00000250799	human	PRODH2	OG_15000	HQ_13084	HUMAN
ENSG00000250803	human		OG_15001	HQ_15965	HUMAN
ENSG00000250821	human	EXOC1L	OG_15002	HQ_13085	HUMAN
ENSG00000250844	human	USP17L18	OG_00049	HQ_18452	HUMAN
ENSG00000250913	human	USP17L23	OG_00049	HQ_SNG_000987	HUMAN
ENSG00000251012	human		OG_SNG_000484	HQ_SNG_000988	HUMAN
ENSG00000251039	human	IGKV2D-40	OG_00088	HQ_SNG_000989	HUMAN
ENSG00000251154	human	PTTG1IP2	OG_00680	HQ_18453	HUMAN
ENSG00000251184	human		OG_SNG_000485	HQ_SNG_000990	HUMAN
ENSG00000251192	human	ZNF674	OG_00018	HQ_17179	HUMAN
ENSG00000251201	human	TMED7-TICAM2	OG_SNG_000486	HQ_SNG_000991	HUMAN
ENSG00000251246	human	EFNA4-EFNA3	OG_SNG_000487	HQ_SNG_000992	HUMAN
ENSG00000251247	human	ZNF345	OG_17156	HQ_18454	HUMAN
ENSG00000251258	human	RFPL4B	OG_17157	HQ_18455	HUMAN
ENSG00000251287	human	ALG1L2	OG_01123	HQ_SNG_000993	HUMAN
ENSG00000251322	human	SHANK3	OG_15003	HQ_17180	HUMAN
ENSG00000251349	human	MSANTD3-TMEFF1	OG_SNG_000488	HQ_SNG_000994	HUMAN
ENSG00000251357	human		OG_SNG_000489	HQ_SNG_000995	HUMAN
ENSG00000251369	human	ZNF550	OG_18029	HQ_17181	HUMAN
ENSG00000251380	human	DCANP1	OG_SNG_000490	HQ_SNG_000996	HUMAN
ENSG00000251493	human	FOXD1	OG_15004	HQ_13086	HUMAN
ENSG00000251503	human	CENPS-CORT	OG_SNG_000491	HQ_SNG_000997	HUMAN
ENSG00000251537	human		OG_SNG_000492	HQ_SNG_000998	HUMAN
ENSG00000251546	human	IGKV1D-39	OG_00019	HQ_00163	HUMAN
ENSG00000251569	human		OG_SNG_000493	HQ_SNG_000999	HUMAN
ENSG00000251608	human	OR12D1	OG_00273	HQ_SNG_001000	HUMAN
ENSG00000251655	human	PRB1	OG_00829	HQ_SNG_001001	HUMAN
ENSG00000251664	human	PCDHA12	OG_SNG_000494	HQ_SNG_001002	HUMAN
ENSG00000251692	human	PTX4	OG_15005	HQ_13087	HUMAN
ENSG00000253117	human	OC90	OG_15006	HQ_13088	HUMAN
ENSG00000253148	human	RGS21	OG_15007	HQ_13089	HUMAN
ENSG00000253159	human	PCDHGA12	OG_18917	HQ_18456	HUMAN
ENSG00000253188	human	TRBV6-7	OG_18030	HQ_SNG_001003	HUMAN
ENSG00000253250	human	C8orf88	OG_15008	HQ_13090	HUMAN
ENSG00000253251	human	SHLD3	OG_15009	HQ_13091	HUMAN
ENSG00000253276	human	CCDC71L	OG_17158	HQ_15966	HUMAN
ENSG00000253291	human	TRBV7-7	OG_00267	HQ_18457	HUMAN
ENSG00000253293	human	HOXA10	OG_15010	HQ_13092	HUMAN
ENSG00000253304	human	TMEM200B	OG_15011	HQ_13093	HUMAN
ENSG00000253305	human	PCDHGB6	OG_18031	HQ_18458	HUMAN
ENSG00000253309	human	SERPINE3	OG_15012	HQ_13094	HUMAN
ENSG00000253313	human	C1orf210	OG_15013	HQ_13095	HUMAN
ENSG00000253352	human	TUG1	OG_17159	HQ_15967	HUMAN
ENSG00000253368	human	TRNP1	OG_17160	HQ_15968	HUMAN
ENSG00000253409	human	TRBV7-4	OG_00267	HQ_SNG_001004	HUMAN
ENSG00000253457	human	SMIM18	OG_17161	HQ_15969	HUMAN
ENSG00000253485	human	PCDHGA5	OG_18918	HQ_18459	HUMAN
ENSG00000253506	human	NACA2	OG_SNG_000495	HQ_SNG_001005	HUMAN
ENSG00000253534	human	TRBV6-8	OG_18919	HQ_18460	HUMAN
ENSG00000253537	human	PCDHGA7	OG_18032	HQ_17182	HUMAN
ENSG00000253548	human	PYDC2	OG_SNG_000496	HQ_SNG_001006	HUMAN
ENSG00000253598	human	SLC10A5	OG_18033	HQ_17183	HUMAN
ENSG00000253626	human	EIF5AL1	OG_00618	HQ_16405	HUMAN
ENSG00000253649	human	PRSS51	OG_15014	HQ_15970	HUMAN
ENSG00000253710	human	ALG11	OG_02079	HQ_13096	HUMAN
ENSG00000253719	human	ATXN7L3B	OG_17162	HQ_15971	HUMAN
ENSG00000253729	human	PRKDC	OG_17163	HQ_15972	HUMAN
ENSG00000253731	human	PCDHGA6	OG_18034	HQ_17184	HUMAN
ENSG00000253767	human	PCDHGA8	OG_18035	HQ_18461	HUMAN
ENSG00000253797	human	UTP14C	OG_00398	HQ_00095	HUMAN
ENSG00000253831	human	ETV3L	OG_17164	HQ_15973	HUMAN
ENSG00000253846	human	PCDHGA10	OG_18036	HQ_17185	HUMAN
ENSG00000253873	human	PCDHGA11	OG_18920	HQ_18462	HUMAN
ENSG00000253910	human	PCDHGB2	OG_18921	HQ_18463	HUMAN
ENSG00000253953	human	PCDHGB4	OG_18922	HQ_18464	HUMAN
ENSG00000253958	human	CLDN23	OG_15015	HQ_13097	HUMAN
ENSG00000254004	human	ZNF260	OG_15016	HQ_13098	HUMAN
ENSG00000254087	human	LYN	OG_15017	HQ_13099	HUMAN
ENSG00000254093	human	PINX1	OG_02080	HQ_13100	HUMAN
ENSG00000254122	human	PCDHGB7	OG_18923	HQ_18465	HUMAN
ENSG00000254126	human	CD8B2	OG_01814	HQ_00471	HUMAN
ENSG00000254167	human	IGHV8-51-1	OG_SNG_000497	HQ_SNG_001007	HUMAN
ENSG00000254206	human	NPIPB11	OG_00125	HQ_SNG_001008	HUMAN
ENSG00000254221	human	PCDHGB1	OG_18037	HQ_17186	HUMAN
ENSG00000254229	human	FAM90A12P	OG_00056	HQ_SNG_001009	HUMAN
ENSG00000254245	human	PCDHGA3	OG_18924	HQ_18466	HUMAN
ENSG00000254402	human	LRRC24	OG_17165	HQ_15974	HUMAN
ENSG00000254415	human	SIGLEC14	OG_15018	HQ_18467	HUMAN
ENSG00000254440	human	PBOV1	OG_SNG_000498	HQ_SNG_001010	HUMAN
ENSG00000254466	human	OR4D10	OG_00721	HQ_00164	HUMAN
ENSG00000254469	human	XNDC1N	OG_18038	HQ_SNG_001011	HUMAN
ENSG00000254470	human	AP5B1	OG_15019	HQ_13101	HUMAN
ENSG00000254505	human	CHMP4A	OG_17166	HQ_17187	HUMAN
ENSG00000254521	human	SIGLEC12	OG_00588	HQ_18468	HUMAN
ENSG00000254535	human	PABPC4L	OG_15020	HQ_13102	HUMAN
ENSG00000254550	human	OMP	OG_17167	HQ_15975	HUMAN
ENSG00000254585	human	MAGEL2	OG_18039	HQ_17188	HUMAN
ENSG00000254598	human	CSNK2A3	OG_01244	HQ_00313	HUMAN
ENSG00000254636	human	ARMS2	OG_SNG_000499	HQ_SNG_001012	HUMAN
ENSG00000254647	human	INS	OG_01059	HQ_13103	HUMAN
ENSG00000254656	human	RTL1	OG_18040	HQ_17189	HUMAN
ENSG00000254658	human	OR8J2	OG_SNG_000500	HQ_SNG_001013	HUMAN
ENSG00000254685	human	FPGT	OG_17168	HQ_15976	HUMAN
ENSG00000254692	human		OG_SNG_000501	HQ_SNG_001014	HUMAN
ENSG00000254706	human		OG_SNG_000502	HQ_SNG_001015	HUMAN
ENSG00000254709	human	IGLL5	OG_00094	HQ_18469	HUMAN
ENSG00000254726	human	MEX3A	OG_15021	HQ_13104	HUMAN
ENSG00000254737	human	OR10G4	OG_00205	HQ_00059	HUMAN
ENSG00000254772	human	EEF1G	OG_00537	HQ_13105	HUMAN
ENSG00000254788	human	CKLF-CMTM1	OG_SNG_000503	HQ_SNG_001016	HUMAN
ENSG00000254834	human	OR5M10	OG_00722	HQ_00165	HUMAN
ENSG00000254852	human	NPIPA2	OG_00125	HQ_SNG_001017	HUMAN
ENSG00000254858	human	MPV17L2	OG_15022	HQ_13106	HUMAN
ENSG00000254901	human	BORCS8	OG_17169	HQ_15977	HUMAN
ENSG00000254979	human		OG_SNG_000504	HQ_SNG_001018	HUMAN
ENSG00000254986	human	DPP3	OG_15023	HQ_13107	HUMAN
ENSG00000254996	human	ANKHD1-EIF4EBP3	OG_SNG_000505	HQ_SNG_001019	HUMAN
ENSG00000254997	human	KRTAP5-9	OG_18925	HQ_SNG_001020	HUMAN
ENSG00000254999	human	BRK1	OG_15024	HQ_13108	HUMAN
ENSG00000255009	human	UBTFL1	OG_02081	HQ_17190	HUMAN
ENSG00000255012	human	OR5M1	OG_00722	HQ_00165	HUMAN
ENSG00000255071	human	SAA2-SAA4	OG_SNG_000506	HQ_SNG_001021	HUMAN
ENSG00000255072	human	PIGY	OG_17170	HQ_SNG_001022	HUMAN
ENSG00000255112	human	CHMP1B	OG_17171	HQ_18470	HUMAN
ENSG00000255150	human	EID3	OG_18926	HQ_18471	HUMAN
ENSG00000255151	human	GLYATL1B	OG_18041	HQ_17191	HUMAN
ENSG00000255154	human	HTD2	OG_15025	HQ_13109	HUMAN
ENSG00000255181	human	CCDC166	OG_18042	HQ_SNG_001023	HUMAN
ENSG00000255192	human	NANOGP8	OG_00811	HQ_00333	HUMAN
ENSG00000255223	human	OR5M11	OG_15026	HQ_13110	HUMAN
ENSG00000255245	human	FXYD6-FXYD2	OG_SNG_000507	HQ_SNG_001024	HUMAN
ENSG00000255251	human	PRR23D1	OG_00082	HQ_17192	HUMAN
ENSG00000255274	human	SMIM35	OG_17172	HQ_15978	HUMAN
ENSG00000255298	human	OR8G5	OG_00723	HQ_00166	HUMAN
ENSG00000255302	human	EID1	OG_18927	HQ_18472	HUMAN
ENSG00000255307	human	OR52B2	OG_17173	HQ_15979	HUMAN
ENSG00000255346	human	NOX5	OG_18043	HQ_17193	HUMAN
ENSG00000255359	human	CCDC179	OG_18044	HQ_17194	HUMAN
ENSG00000255374	human	TAS2R43	OG_00308	HQ_00160	HUMAN
ENSG00000255378	human	PRR23D2	OG_00082	HQ_17192	HUMAN
ENSG00000255393	human	OOSP4B	OG_18928	HQ_18473	HUMAN
ENSG00000255398	human	HCAR3	OG_01907	HQ_00503	HUMAN
ENSG00000255408	human	PCDHA3	OG_18045	HQ_17195	HUMAN
ENSG00000255423	human	EBLN2	OG_SNG_000508	HQ_SNG_001025	HUMAN
ENSG00000255425	human	OR8G3P	OG_00412	HQ_00496	HUMAN
ENSG00000255432	human		OG_SNG_000509	HQ_SNG_001026	HUMAN
ENSG00000255439	human		OG_SNG_000510	HQ_SNG_001027	HUMAN
ENSG00000255501	human	CARD18	OG_18046	HQ_18474	HUMAN
ENSG00000255524	human	NPIPB8	OG_00125	HQ_SNG_001028	HUMAN
ENSG00000255526	human	NEDD8-MDP1	OG_SNG_000511	HQ_SNG_001029	HUMAN
ENSG00000255529	human	POLR2M	OG_15027	HQ_17196	HUMAN
ENSG00000255561	human	FDXACB1	OG_17174	HQ_15980	HUMAN
ENSG00000255569	human	TRAV1-1	OG_17175	HQ_15981	HUMAN
ENSG00000255582	human	OR10G2	OG_00724	HQ_00167	HUMAN
ENSG00000255587	human	RAB44	OG_15028	HQ_13111	HUMAN
ENSG00000255639	human		OG_SNG_000512	HQ_SNG_001030	HUMAN
ENSG00000255641	human		OG_SNG_000513	HQ_SNG_001031	HUMAN
ENSG00000255690	human	TRIL	OG_17176	HQ_15982	HUMAN
ENSG00000255713	human	OR4D2	OG_00367	HQ_00060	HUMAN
ENSG00000255730	human		OG_SNG_000514	HQ_SNG_001032	HUMAN
ENSG00000255804	human	OR6J1	OG_18929	HQ_18475	HUMAN
ENSG00000255833	human	TIFAB	OG_15029	HQ_13112	HUMAN
ENSG00000255835	human		OG_SNG_000515	HQ_SNG_001033	HUMAN
ENSG00000255837	human	TAS2R20	OG_00308	HQ_00160	HUMAN
ENSG00000255855	human	KDM4F	OG_18930	HQ_18476	HUMAN
ENSG00000255974	human	CYP2A6	OG_00355	HQ_00108	HUMAN
ENSG00000256043	human	CTSO	OG_15030	HQ_13113	HUMAN
ENSG00000256053	human	COA8	OG_15031	HQ_15983	HUMAN
ENSG00000256060	human	TRAPPC2B	OG_01972	HQ_00528	HUMAN
ENSG00000256061	human	DNAAF4	OG_15032	HQ_13114	HUMAN
ENSG00000256087	human	ZNF432	OG_18047	HQ_18477	HUMAN
ENSG00000256162	human	SMLR1	OG_17177	HQ_17197	HUMAN
ENSG00000256188	human	TAS2R30	OG_00308	HQ_00160	HUMAN
ENSG00000256223	human	ZNF10	OG_18048	HQ_17198	HUMAN
ENSG00000256229	human	ZNF486	OG_SNG_000516	HQ_SNG_001034	HUMAN
ENSG00000256235	human	SMIM3	OG_17178	HQ_17199	HUMAN
ENSG00000256269	human	HMBS	OG_15033	HQ_13115	HUMAN
ENSG00000256294	human	ZNF225	OG_SNG_000517	HQ_SNG_001035	HUMAN
ENSG00000256349	human		OG_SNG_000518	HQ_SNG_001036	HUMAN
ENSG00000256394	human	ASIC5	OG_15034	HQ_13116	HUMAN
ENSG00000256436	human	TAS2R31	OG_00308	HQ_00160	HUMAN
ENSG00000256453	human	DND1	OG_15035	HQ_13117	HUMAN
ENSG00000256463	human	SALL3	OG_17179	HQ_15984	HUMAN
ENSG00000256500	human		OG_SNG_000519	HQ_SNG_001037	HUMAN
ENSG00000256514	human		OG_SNG_000520	HQ_SNG_001038	HUMAN
ENSG00000256525	human	POLG2	OG_15036	HQ_13118	HUMAN
ENSG00000256537	human	SMIM10L1	OG_17180	HQ_17200	HUMAN
ENSG00000256553	human	TRAV1-2	OG_17175	HQ_15981	HUMAN
ENSG00000256574	human	OR13A1	OG_17181	HQ_15985	HUMAN
ENSG00000256590	human	TRDV3	OG_15037	HQ_17201	HUMAN
ENSG00000256591	human		OG_SNG_000521	HQ_SNG_001039	HUMAN
ENSG00000256646	human		OG_SNG_000522	HQ_SNG_001040	HUMAN
ENSG00000256660	human	CLEC12B	OG_15038	HQ_13119	HUMAN
ENSG00000256671	human	LIMS4	OG_02082	HQ_00567	HUMAN
ENSG00000256683	human	ZNF350	OG_17182	HQ_17202	HUMAN
ENSG00000256713	human	PGA5	OG_01052	HQ_00266	HUMAN
ENSG00000256762	human	STH	OG_SNG_000523	HQ_SNG_001041	HUMAN
ENSG00000256771	human	ZNF253	OG_00064	HQ_SNG_001042	HUMAN
ENSG00000256797	human	KLRF2	OG_18931	HQ_18478	HUMAN
ENSG00000256806	human	C17orf100	OG_17183	HQ_17203	HUMAN
ENSG00000256812	human	CAPNS2	OG_18932	HQ_18479	HUMAN
ENSG00000256825	human		OG_SNG_000524	HQ_SNG_001043	HUMAN
ENSG00000256870	human	SLC5A8	OG_15039	HQ_13120	HUMAN
ENSG00000256977	human	LIMS3	OG_02082	HQ_00567	HUMAN
ENSG00000256980	human	KHDC1L	OG_00334	HQ_SNG_001044	HUMAN
ENSG00000257008	human	GPR142	OG_15040	HQ_13121	HUMAN
ENSG00000257017	human	HP	OG_01060	HQ_00270	HUMAN
ENSG00000257046	human	SLCO1B3-SLCO1B7	OG_SNG_000525	HQ_SNG_001045	HUMAN
ENSG00000257057	human	C11orf97	OG_15041	HQ_13122	HUMAN
ENSG00000257093	human	DENND11	OG_15042	HQ_13123	HUMAN
ENSG00000257103	human	LSM14A	OG_15043	HQ_13124	HUMAN
ENSG00000257108	human	NHLRC4	OG_17184	HQ_18480	HUMAN
ENSG00000257115	human	OR11H12	OG_15793	HQ_SNG_001046	HUMAN
ENSG00000257138	human	TAS2R38	OG_17185	HQ_15986	HUMAN
ENSG00000257184	human		OG_SNG_000526	HQ_SNG_001047	HUMAN
ENSG00000257218	human	GATC	OG_15044	HQ_13125	HUMAN
ENSG00000257315	human	ZBED6	OG_17186	HQ_15987	HUMAN
ENSG00000257335	human	MGAM	OG_15045	HQ_15988	HUMAN
ENSG00000257365	human	FNTB	OG_15046	HQ_13126	HUMAN
ENSG00000257390	human		OG_SNG_000527	HQ_SNG_001048	HUMAN
ENSG00000257411	human		OG_SNG_000528	HQ_SNG_001049	HUMAN
ENSG00000257446	human	ZNF878	OG_00015	HQ_18481	HUMAN
ENSG00000257529	human	RPL36A-HNRNPH2	OG_SNG_000529	HQ_SNG_001050	HUMAN
ENSG00000257591	human	ZNF625	OG_SNG_000530	HQ_SNG_001051	HUMAN
ENSG00000257594	human	GALNT4	OG_18049	HQ_17204	HUMAN
ENSG00000257704	human	INAFM1	OG_18933	HQ_18482	HUMAN
ENSG00000257727	human	CNPY2	OG_17187	HQ_15989	HUMAN
ENSG00000257743	human	MGAM2	OG_15047	HQ_15990	HUMAN
ENSG00000257767	human		OG_SNG_000531	HQ_SNG_001052	HUMAN
ENSG00000257921	human		OG_SNG_000532	HQ_SNG_001053	HUMAN
ENSG00000257923	human	CUX1	OG_17188	HQ_15991	HUMAN
ENSG00000257949	human	TEN1	OG_17189	HQ_18483	HUMAN
ENSG00000257987	human	TEX49	OG_15048	HQ_13127	HUMAN
ENSG00000258083	human	OR9A4	OG_02083	HQ_00568	HUMAN
ENSG00000258102	human	MAP1LC3B2	OG_08310	HQ_SNG_001054	HUMAN
ENSG00000258223	human	PRSS58	OG_15049	HQ_13128	HUMAN
ENSG00000258227	human	CLEC5A	OG_15050	HQ_13129	HUMAN
ENSG00000258289	human	CHURC1	OG_17190	HQ_15992	HUMAN
ENSG00000258311	human		OG_SNG_000533	HQ_SNG_001055	HUMAN
ENSG00000258315	human	C17orf49	OG_15051	HQ_13130	HUMAN
ENSG00000258366	human	RTEL1	OG_15052	HQ_13131	HUMAN
ENSG00000258405	human	ZNF578	OG_SNG_000534	HQ_SNG_001056	HUMAN
ENSG00000258417	human		OG_SNG_000535	HQ_SNG_001057	HUMAN
ENSG00000258429	human	PDF	OG_17191	HQ_15993	HUMAN
ENSG00000258436	human	RNASE12	OG_15053	HQ_13132	HUMAN
ENSG00000258453	human	OR11H2	OG_15793	HQ_18484	HUMAN
ENSG00000258465	human		OG_SNG_000536	HQ_SNG_001058	HUMAN
ENSG00000258472	human		OG_SNG_000537	HQ_SNG_001059	HUMAN
ENSG00000258484	human	SPESP1	OG_15054	HQ_17205	HUMAN
ENSG00000258529	human		OG_SNG_000538	HQ_SNG_001060	HUMAN
ENSG00000258588	human	TRIM6-TRIM34	OG_SNG_000539	HQ_SNG_001061	HUMAN
ENSG00000258597	human	SERPINA2	OG_01061	HQ_18485	HUMAN
ENSG00000258643	human	BCL2L2-PABPN1	OG_SNG_000540	HQ_SNG_001062	HUMAN
ENSG00000258644	human	SYNJ2BP-COX16	OG_SNG_000541	HQ_SNG_001063	HUMAN
ENSG00000258659	human	TRIM34	OG_02084	HQ_00569	HUMAN
ENSG00000258674	human		OG_SNG_000542	HQ_SNG_001064	HUMAN
ENSG00000258691	human		OG_SNG_000543	HQ_SNG_001065	HUMAN
ENSG00000258713	human	C20orf141	OG_18050	HQ_17206	HUMAN
ENSG00000258724	human	PINX1	OG_SNG_000544	HQ_SNG_001066	HUMAN
ENSG00000258728	human		OG_SNG_000545	HQ_SNG_001067	HUMAN
ENSG00000258806	human	OR11H7	OG_02085	HQ_13133	HUMAN
ENSG00000258817	human	OR4C13	OG_00039	HQ_00244	HUMAN
ENSG00000258818	human	RNASE4	OG_15055	HQ_13134	HUMAN
ENSG00000258839	human	MC1R	OG_15056	HQ_13135	HUMAN
ENSG00000258873	human	DUXA	OG_18934	HQ_18486	HUMAN
ENSG00000258881	human		OG_SNG_000546	HQ_SNG_001068	HUMAN
ENSG00000258890	human	CEP95	OG_15057	HQ_13136	HUMAN
ENSG00000258947	human	TUBB3	OG_15058	HQ_13137	HUMAN
ENSG00000258986	human	TMEM179	OG_15059	HQ_13138	HUMAN
ENSG00000258989	human		OG_SNG_000547	HQ_SNG_001069	HUMAN
ENSG00000258992	human	TSPY1	OG_00342	HQ_18487	HUMAN
ENSG00000259009	human	TPRX2	OG_SNG_000548	HQ_SNG_001070	HUMAN
ENSG00000259024	human	TVP23C-CDRT4	OG_SNG_000549	HQ_SNG_001071	HUMAN
ENSG00000259030	human	FPGT-TNNI3K	OG_SNG_000550	HQ_SNG_001072	HUMAN
ENSG00000259060	human		OG_SNG_000551	HQ_SNG_001073	HUMAN
ENSG00000259066	human		OG_SNG_000552	HQ_SNG_001074	HUMAN
ENSG00000259075	human	POC1B-GALNT4	OG_SNG_000553	HQ_SNG_001075	HUMAN
ENSG00000259092	human	TRAV30	OG_18935	HQ_18488	HUMAN
ENSG00000259112	human	NDUFC2-KCTD14	OG_SNG_000554	HQ_SNG_001076	HUMAN
ENSG00000259120	human	SMIM6	OG_SNG_000555	HQ_SNG_001077	HUMAN
ENSG00000259132	human		OG_SNG_000556	HQ_SNG_001078	HUMAN
ENSG00000259171	human		OG_SNG_000557	HQ_SNG_001079	HUMAN
ENSG00000259207	human	ITGB3	OG_17192	HQ_15994	HUMAN
ENSG00000259224	human	SLC35G6	OG_00652	HQ_00135	HUMAN
ENSG00000259261	human	IGHV4OR15-8	OG_SNG_000558	HQ_SNG_001080	HUMAN
ENSG00000259303	human	IGHV2OR16-5	OG_00068	HQ_00008	HUMAN
ENSG00000259305	human	ZHX1-C8orf76	OG_SNG_000559	HQ_SNG_001081	HUMAN
ENSG00000259330	human	INAFM2	OG_18051	HQ_17207	HUMAN
ENSG00000259332	human	ST20-MTHFS	OG_SNG_000560	HQ_SNG_001082	HUMAN
ENSG00000259371	human		OG_SNG_000561	HQ_SNG_001083	HUMAN
ENSG00000259384	human	GH1	OG_00135	HQ_00019	HUMAN
ENSG00000259399	human	TGIF2-RAB5IF	OG_SNG_000562	HQ_SNG_001084	HUMAN
ENSG00000259417	human	CTXND1	OG_18052	HQ_17208	HUMAN
ENSG00000259431	human	THTPA	OG_15060	HQ_13139	HUMAN
ENSG00000259490	human	IGHV3OR15-7	OG_SNG_000563	HQ_SNG_001085	HUMAN
ENSG00000259494	human	MRPL46	OG_15061	HQ_13140	HUMAN
ENSG00000259571	human	BLID	OG_SNG_000564	HQ_SNG_001086	HUMAN
ENSG00000259680	human	IGHV3OR16-17	OG_SNG_000565	HQ_SNG_001087	HUMAN
ENSG00000259784	human		OG_SNG_000566	HQ_SNG_001088	HUMAN
ENSG00000259803	human	SLC22A31	OG_18936	HQ_18489	HUMAN
ENSG00000259823	human	LYPD8	OG_15062	HQ_17209	HUMAN
ENSG00000259916	human	AQP7B	OG_01716	HQ_00440	HUMAN
ENSG00000259956	human	RBM15B	OG_15063	HQ_15995	HUMAN
ENSG00000260001	human	TGFBR3L	OG_17193	HQ_15996	HUMAN
ENSG00000260007	human		OG_SNG_000567	HQ_SNG_001089	HUMAN
ENSG00000260027	human	HOXB7	OG_15064	HQ_13141	HUMAN
ENSG00000260097	human	SPDYE6	OG_00086	HQ_06113	HUMAN
ENSG00000260170	human		OG_SNG_000568	HQ_SNG_001090	HUMAN
ENSG00000260220	human	CCDC187	OG_15065	HQ_18490	HUMAN
ENSG00000260230	human	FRRS1L	OG_15066	HQ_13142	HUMAN
ENSG00000260238	human	PMF1-BGLAP	OG_SNG_000569	HQ_SNG_001091	HUMAN
ENSG00000260272	human		OG_SNG_000570	HQ_SNG_001092	HUMAN
ENSG00000260286	human	ARMH2	OG_15067	HQ_13143	HUMAN
ENSG00000260287	human	TBC1D3G	OG_SNG_000571	HQ_SNG_001093	HUMAN
ENSG00000260314	human	MRC1	OG_15068	HQ_13144	HUMAN
ENSG00000260325	human	HSPB9	OG_17194	HQ_18491	HUMAN
ENSG00000260342	human		OG_SNG_000572	HQ_SNG_001094	HUMAN
ENSG00000260371	human		OG_SNG_000573	HQ_SNG_001095	HUMAN
ENSG00000260428	human	SCX	OG_17195	HQ_15997	HUMAN
ENSG00000260456	human	C16orf95	OG_15069	HQ_SNG_001096	HUMAN
ENSG00000260458	human	KCNJ18	OG_01922	HQ_00509	HUMAN
ENSG00000260537	human		OG_SNG_000574	HQ_SNG_001097	HUMAN
ENSG00000260596	human	DUX4	OG_15070	HQ_SNG_001098	HUMAN
ENSG00000260643	human		OG_SNG_000575	HQ_SNG_001099	HUMAN
ENSG00000260691	human	ANKRD20A1	OG_15071	HQ_18492	HUMAN
ENSG00000260734	human	TLE7	OG_15072	HQ_13145	HUMAN
ENSG00000260802	human	SERTM2	OG_18053	HQ_17210	HUMAN
ENSG00000260811	human	OR4C45	OG_00234	HQ_17211	HUMAN
ENSG00000260836	human		OG_SNG_000576	HQ_SNG_001100	HUMAN
ENSG00000260861	human		OG_SNG_000577	HQ_SNG_001101	HUMAN
ENSG00000260903	human	XKR7	OG_15073	HQ_13146	HUMAN
ENSG00000260914	human		OG_SNG_000578	HQ_SNG_001102	HUMAN
ENSG00000260916	human	CCPG1	OG_15074	HQ_13147	HUMAN
ENSG00000261052	human	SULT1A3	OG_01017	HQ_SNG_001103	HUMAN
ENSG00000261115	human	TMEM178B	OG_15075	HQ_13148	HUMAN
ENSG00000261130	human		OG_SNG_000579	HQ_SNG_001104	HUMAN
ENSG00000261150	human	EPPK1	OG_17196	HQ_SNG_001105	HUMAN
ENSG00000261210	human	CLEC19A	OG_18937	HQ_18493	HUMAN
ENSG00000261221	human	ZNF865	OG_17197	HQ_15998	HUMAN
ENSG00000261236	human	BOP1	OG_15076	HQ_13149	HUMAN
ENSG00000261247	human	GOLGA8T	OG_00028	HQ_SNG_001106	HUMAN
ENSG00000261272	human	MUC22	OG_SNG_000580	HQ_SNG_001107	HUMAN
ENSG00000261308	human	FIGNL2	OG_17198	HQ_15999	HUMAN
ENSG00000261341	human		OG_SNG_000581	HQ_SNG_001108	HUMAN
ENSG00000261371	human	PECAM1	OG_15077	HQ_13150	HUMAN
ENSG00000261456	human	TUBB8	OG_SNG_000582	HQ_SNG_001109	HUMAN
