ensembl_id_RATNO	ens_orthogroup_id	ens_hqorthogroup_id_RATNO	gene_symbol_RATNO	species_code_RATNO	n_species_RATNO	ens_orthogroup_status_RATNO	ens_hqorthogroup_status_RATNO	ensembl_id_MACFA	ens_hqorthogroup_id_MACFA	gene_symbol_MACFA	species_code_MACFA	n_species_MACFA	ens_orthogroup_status_MACFA	ens_hqorthogroup_status_MACFA	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_RATNO	ortholog_rank_MACFA
ENSRNOG00000005290	OG_01310	HQ_03422	Ywhae	RATNO	5	multi_copy	1to1	ENSMFAG00000049638	HQ_SNG_003784		MACFA	5	multi_copy	singleton	64.8855	86.2944	0.0	0.0	0.0	0.09090909090909091	0.0	2	1
ENSRNOG00000069770	OG_00017	HQ_00001	ENSRNOG00000069770	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	53.8043	50.0	75.0	0.0	1.0	0.2	0.2	1	1
ENSRNOG00000064351	OG_00017	HQ_00001	ENSRNOG00000064351	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	53.8043	50.0	75.0	0.0	1.0	0.16666666666666666	0.16666666666666666	1	2
ENSRNOG00000065328	OG_00017	HQ_00001	ENSRNOG00000065328	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	59.2593	56.5657	75.0	0.0	1.0	0.125	0.125	1	3
ENSRNOG00000068703	OG_00017	HQ_00001	Ifna1	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	57.1429	54.5455	75.0	0.0	1.0	0.125	0.125	1	4
ENSRNOG00000063583	OG_00017	HQ_00001	ENSRNOG00000063583	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	53.2609	49.4949	75.0	0.0	0.0	0.2	0.2	2	5
ENSRNOG00000063625	OG_00017	HQ_00001	ENSRNOG00000063625	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	53.2609	49.4949	75.0	0.0	0.0	0.2	0.2	2	6
ENSRNOG00000065583	OG_00017	HQ_00001	ENSRNOG00000065583	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	53.2609	49.4949	75.0	0.0	0.0	0.16666666666666666	0.16666666666666666	1	7
ENSRNOG00000066962	OG_00017	HQ_00001	RGD1560539	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	53.2609	49.4949	75.0	0.0	0.0	0.14285714285714285	0.14285714285714285	2	8
ENSRNOG00000066857	OG_00017	HQ_00001	RGD1560539	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	53.2609	49.4949	75.0	0.0	0.0	0.125	0.125	2	9
ENSRNOG00000070321	OG_00017	HQ_00001	RGD1560539	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	53.2609	49.4949	75.0	0.0	0.0	0.125	0.125	2	10
ENSRNOG00000065554	OG_00017	HQ_00001	ENSRNOG00000065554	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	58.046	51.0101	0.0	0.0	0.0	0.14285714285714285	0.14285714285714285	7	11
ENSRNOG00000063201	OG_00017	HQ_00001	Ifna4	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049642	HQ_00001		MACFA	5	multi_copy	multi_copy	59.7884	57.0707	0.0	0.0	0.0	0.125	0.125	7	12
ENSRNOG00000008452	OG_00504	HQ_19463	Eid1	RATNO	5	multi_copy	1to1	ENSMFAG00000049664	HQ_15129	EID2	MACFA	5	multi_copy	1to1	28.3019	19.1489	0.0	0.0	0.0	0.07692307692307693	0.0	1	1
ENSRNOG00000065235	OG_00847	HQ_05231	ENSRNOG00000065235	RATNO	5	multi_copy	1to1	ENSMFAG00000049671	HQ_05231	ATP6V1F	MACFA	5	multi_copy	1to1	90.1408	43.5374	100.0	0.0	0.0	0.7142857142857143	0.7142857142857143	1	1
ENSRNOG00000064609	OG_00847	HQ_SNG_014990	ENSRNOG00000064609	RATNO	5	multi_copy	singleton	ENSMFAG00000049671	HQ_05231	ATP6V1F	MACFA	5	multi_copy	1to1	47.5248	65.3061	0.0	0.0	0.0	0.08333333333333333	0.0	2	2
ENSRNOG00000023407	OG_11936	HQ_SNG_012275	Mrpl36	RATNO	5	1to1	singleton	ENSMFAG00000049680	HQ_SNG_003792		MACFA	5	1to1	singleton	49.4845	18.3908	100.0	100.0	0.0	0.625	0.4444444444444444	1	1
ENSRNOG00000060021	OG_00928	HQ_00223	Txlnb	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049682	HQ_00223		MACFA	5	multi_copy	multi_copy	69.1304	71.0879	0.0	92.5	1.0	0.23076923076923078	0.23076923076923078	3	1
ENSRNOG00000003497	OG_07106	HQ_05523	Thoc6	RATNO	5	1to1	1to1	ENSMFAG00000049692	HQ_05523	THOC6	MACFA	5	1to1	1to1	74.2547	74.0541	75.0	0.0	1.0	0.4	0.2727272727272727	1	1
ENSRNOG00000062484	OG_00044	HQ_SNG_014326	ENSRNOG00000062484	RATNO	5	multi_copy	singleton	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	36.6412	43.2432	50.0	0.0	0.0	0.3076923076923077	0.05	2	1
ENSRNOG00000070074	OG_00044	HQ_00006	Trav12-3	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	50.3759	60.3604	50.0	0.0	0.0	0.14285714285714285	0.05263157894736842	3	2
ENSRNOG00000064703	OG_00044	HQ_00006	ENSRNOG00000064703	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	44.2478	45.045	50.0	0.0	0.0	0.14285714285714285	0.05	3	3
ENSRNOG00000069768	OG_00044	HQ_00006	ENSRNOG00000069768	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	45.2174	46.8468	25.0	0.0	0.0	0.3076923076923077	0.05	3	4
ENSRNOG00000064194	OG_00044	HQ_00006	ENSRNOG00000064194	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	47.3684	56.7568	25.0	0.0	0.0	0.23076923076923078	0.1111111111111111	3	5
ENSRNOG00000063134	OG_00044	HQ_SNG_014521	ENSRNOG00000063134	RATNO	5	multi_copy	singleton	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	48.1752	59.4595	25.0	0.0	0.0	0.21428571428571427	0.0	3	6
ENSRNOG00000065815	OG_00044	HQ_SNG_015365	ENSRNOG00000065815	RATNO	5	multi_copy	singleton	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	43.3824	53.1532	25.0	0.0	0.0	0.21428571428571427	0.0	3	7
ENSRNOG00000065703	OG_00044	HQ_00006	ENSRNOG00000065703	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	48.5294	59.4595	25.0	0.0	0.0	0.2	0.05263157894736842	3	8
ENSRNOG00000069821	OG_00044	HQ_SNG_016638	ENSRNOG00000069821	RATNO	5	multi_copy	singleton	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	50.0	51.3514	25.0	0.0	0.0	0.15384615384615385	0.11764705882352941	3	9
ENSRNOG00000066599	OG_00044	HQ_SNG_015616	ENSRNOG00000066599	RATNO	5	multi_copy	singleton	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	46.8254	53.1532	25.0	0.0	0.0	0.14285714285714285	0.1111111111111111	2	10
ENSRNOG00000065453	OG_00044	HQ_SNG_015256	ENSRNOG00000065453	RATNO	5	multi_copy	singleton	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	41.7722	59.4595	25.0	0.0	0.0	0.14285714285714285	0.05	3	11
ENSRNOG00000067709	OG_00044	HQ_SNG_015964	ENSRNOG00000067709	RATNO	5	multi_copy	singleton	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	46.9565	48.6486	25.0	0.0	0.0	0.13333333333333333	0.05263157894736842	3	12
ENSRNOG00000067050	OG_00044	HQ_00006	ENSRNOG00000067050	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	50.0	51.3514	25.0	0.0	0.0	0.125	0.05	2	13
ENSRNOG00000068772	OG_00044	HQ_SNG_016294	ENSRNOG00000068772	RATNO	5	multi_copy	singleton	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	42.4051	60.3604	0.0	0.0	0.0	0.3076923076923077	0.0	3	14
ENSRNOG00000056892	OG_00044	HQ_SNG_014010	AABR07017868.4	RATNO	5	multi_copy	singleton	ENSMFAG00000049711	HQ_00006	TRAV12-1	MACFA	5	multi_copy	multi_copy	45.0382	53.1532	0.0	0.0	0.0	0.0625	0.05263157894736842	3	15
ENSRNOG00000066628	OG_15400	HQ_SNG_015627	ENSRNOG00000066628	RATNO	3	multi_copy	singleton	ENSMFAG00000049717	HQ_SNG_003799		MACFA	3	multi_copy	singleton	58.2278	36.8	0.0	0.0	0.0	0.08333333333333333	0.0	2	1
ENSRNOG00000048264	OG_06471	HQ_04911	H4f3	RATNO	5	1to1	1to1	ENSMFAG00000049725	HQ_04911	H1-3	MACFA	5	1to1	1to1	82.2727	81.9005	0.0	0.0	0.0	0.15789473684210525	0.047619047619047616	1	1
ENSRNOG00000060879	OG_14872	HQ_15898	1500009L16Rik	RATNO	5	1to1	1to1	ENSMFAG00000049727	HQ_SNG_003801		MACFA	5	1to1	singleton	85.7143	23.4783	100.0	0.0	0.0	0.45454545454545453	0.3333333333333333	1	1
ENSRNOG00000000609	OG_09304	HQ_07697	Ipmk	RATNO	5	1to1	1to1	ENSMFAG00000049732	HQ_07697	IPMK	MACFA	5	1to1	1to1	86.1461	82.4096	50.0	0.0	0.0	0.2	0.2	1	1
ENSRNOG00000067572	OG_15196	HQ_13266	Olr425	RATNO	5	1to1	1to1	ENSMFAG00000049737	HQ_13266	OR1B1	MACFA	5	1to1	1to1	81.1145	81.6199	75.0	0.0	1.0	0.07142857142857142	0.06666666666666667	1	1
ENSRNOG00000056708	OG_13876	HQ_12057	Nkapl	RATNO	5	1to1	1to1	ENSMFAG00000049741	HQ_12057	NKAPL	MACFA	5	1to1	1to1	70.6329	68.8889	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000065791	OG_15221	HQ_SNG_015358	ENSRNOG00000065791	RATNO	5	1to1	singleton	ENSMFAG00000049774	HQ_17265	ASDURF	MACFA	5	1to1	1to1	58.9474	58.3333	0.0	0.0	0.0	0.07692307692307693	0.0	1	1
ENSRNOG00000029042	OG_01030	HQ_12444	Mt-nd6	RATNO	5	multi_copy	1to1	ENSMFAG00000049782	HQ_SNG_003817		MACFA	5	multi_copy	singleton	33.1395	42.8571	0.0	0.0	0.0	0.07142857142857142	0.0	2	1
ENSRNOG00000015058	OG_17320	HQ_17507	Gucy2e	RATNO	4	1to1	1to1	ENSMFAG00000049800	HQ_SNG_003822		MACFA	4	1to1	singleton	8.72663	51.3089	100.0	0.0	0.0	0.5714285714285714	0.375	1	1
ENSRNOG00000006046	OG_08650	HQ_07055	Gdf7	RATNO	5	1to1	1to1	ENSMFAG00000049809	HQ_07055	GDF7	MACFA	5	1to1	1to1	71.2695	75.6501	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSRNOG00000011909	OG_01640	HQ_00421	Rasa2	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049814	HQ_00421		MACFA	5	multi_copy	multi_copy	52.0661	77.6408	0.0	28.63	0.0	0.07142857142857142	0.07142857142857142	2	1
ENSRNOG00000024350	OG_00072	HQ_19472	Cldn34a	RATNO	5	multi_copy	1to1	ENSMFAG00000049824	HQ_18408	CLDN34	MACFA	5	multi_copy	1to1	45.0237	44.3925	0.0	0.0	0.0	0.15384615384615385	0.0	1	1
ENSRNOG00000043402	OG_00072	HQ_19425	Cldn34d	RATNO	5	multi_copy	1to1	ENSMFAG00000049824	HQ_18408	CLDN34	MACFA	5	multi_copy	1to1	36.1905	35.514	0.0	0.0	0.0	0.15384615384615385	0.058823529411764705	1	2
ENSRNOG00000026351	OG_00072	HQ_SNG_012404	Cldn34e	RATNO	5	multi_copy	singleton	ENSMFAG00000049824	HQ_18408	CLDN34	MACFA	5	multi_copy	1to1	40.0943	39.7196	0.0	0.0	0.0	0.14285714285714285	0.0625	1	3
ENSRNOG00000071107	OG_00072	HQ_16137	ENSRNOG00000071107	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049824	HQ_18408	CLDN34	MACFA	5	multi_copy	1to1	37.9808	36.9159	0.0	0.0	0.0	0.08333333333333333	0.0	1	4
ENSRNOG00000029158	OG_00072	HQ_19326	Cldn34b4	RATNO	5	multi_copy	1to1	ENSMFAG00000049824	HQ_18408	CLDN34	MACFA	5	multi_copy	1to1	39.8104	39.2523	0.0	0.0	0.0	0.07692307692307693	0.0	1	5
ENSRNOG00000065503	OG_00072	HQ_SNG_015265	ENSRNOG00000065503	RATNO	5	multi_copy	singleton	ENSMFAG00000049824	HQ_18408	CLDN34	MACFA	5	multi_copy	1to1	37.5	36.4486	0.0	0.0	0.0	0.07142857142857142	0.0	1	6
ENSRNOG00000031956	OG_00072	HQ_SNG_012851	Cldn34c4	RATNO	5	multi_copy	singleton	ENSMFAG00000049824	HQ_18408	CLDN34	MACFA	5	multi_copy	1to1	36.3208	35.9813	0.0	0.0	0.0	0.058823529411764705	0.0	1	7
ENSRNOG00000008639	OG_00570	HQ_00294	Pabpc1	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049831	HQ_SNG_003828		MACFA	5	multi_copy	singleton	90.0943	99.3068	0.0	0.0	0.0	0.07692307692307693	0.0	2	1
ENSRNOG00000027843	OG_00163	HQ_SNG_012480	Kir3dl1	RATNO	4	multi_copy	singleton	ENSMFAG00000049832	HQ_SNG_003829		MACFA	4	multi_copy	singleton	34.8341	30.5613	0.0	0.0	0.0	0.08333333333333333	0.0	7	1
ENSRNOG00000063710	OG_13254	HQ_11475	Kctd8	RATNO	5	1to1	1to1	ENSMFAG00000049846	HQ_11475	KCTD8	MACFA	5	1to1	1to1	93.2773	93.8689	75.0	10.28	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000011884	OG_00028	HQ_09601	Golga2	RATNO	5	multi_copy	1to1	ENSMFAG00000049853	HQ_SNG_003835		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	10	1
ENSRNOG00000050262	OG_00028	HQ_SNG_013679	ENSRNOG00000050262	RATNO	5	multi_copy	singleton	ENSMFAG00000049853	HQ_SNG_003835		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1	0.0	10	2
ENSRNOG00000005370	OG_06612	HQ_05049	S1pr4	RATNO	5	1to1	1to1	ENSMFAG00000049861	HQ_05049	S1PR4	MACFA	5	1to1	1to1	50.2591	81.5126	50.0	0.0	0.0	0.36363636363636365	0.15384615384615385	1	1
ENSRNOG00000007160	OG_09185	HQ_07583	Kat14	RATNO	5	1to1	1to1	ENSMFAG00000049867	HQ_07583	KAT14	MACFA	5	1to1	1to1	94.9936	94.6292	100.0	0.0	1.0	0.4	0.4	1	1
ENSRNOG00000018110	OG_01985	HQ_12255	Svil	RATNO	5	multi_copy	1to1	ENSMFAG00000049898	HQ_SNG_003844		MACFA	5	multi_copy	singleton	11.1012	88.0282	50.0	0.0	0.0	0.1111111111111111	0.0	2	1
ENSRNOG00000065783	OG_00439	HQ_SNG_015357	ENSRNOG00000065783	RATNO	4	multi_copy	singleton	ENSMFAG00000049913	HQ_SNG_003849		MACFA	4	multi_copy	singleton	31.0924	40.4372	0.0	0.0	0.0	0.1111111111111111	0.0	1	1
ENSRNOG00000004616	OG_00439	HQ_19143	Npm1	RATNO	4	multi_copy	1to1	ENSMFAG00000049913	HQ_SNG_003849		MACFA	4	multi_copy	singleton	36.1823	69.3989	0.0	0.0	0.0	0.09090909090909091	0.0	1	2
ENSRNOG00000060714	OG_00439	HQ_SNG_014187	AABR07007744.2	RATNO	4	multi_copy	singleton	ENSMFAG00000049913	HQ_SNG_003849		MACFA	4	multi_copy	singleton	52.1212	46.9945	0.0	0.0	0.0	0.08333333333333333	0.0	1	3
ENSRNOG00000056878	OG_00439	HQ_SNG_014009	AABR07055492.1	RATNO	4	multi_copy	singleton	ENSMFAG00000049913	HQ_SNG_003849		MACFA	4	multi_copy	singleton	44.1606	66.1202	0.0	0.0	0.0	0.08333333333333333	0.0	1	4
ENSRNOG00000070424	OG_00439	HQ_SNG_016834	ENSRNOG00000070424	RATNO	4	multi_copy	singleton	ENSMFAG00000049913	HQ_SNG_003849		MACFA	4	multi_copy	singleton	35.8268	49.7268	0.0	0.0	0.0	0.08333333333333333	0.0	1	5
ENSRNOG00000018923	OG_00439	HQ_SNG_012077	AABR07041089.1	RATNO	4	multi_copy	singleton	ENSMFAG00000049913	HQ_SNG_003849		MACFA	4	multi_copy	singleton	42.9066	67.7596	0.0	0.0	0.0	0.07692307692307693	0.0	1	6
ENSRNOG00000039997	OG_00439	HQ_SNG_013275	AABR07055527.1	RATNO	4	multi_copy	singleton	ENSMFAG00000049913	HQ_SNG_003849		MACFA	4	multi_copy	singleton	33.0645	44.8087	0.0	0.0	0.0	0.07692307692307693	0.0	1	7
ENSRNOG00000052124	OG_00198	HQ_SNG_013787	AABR07030630.1	RATNO	5	multi_copy	singleton	ENSMFAG00000049923	HQ_SNG_003850		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	1	1
ENSRNOG00000069707	OG_00198	HQ_SNG_016591	ENSRNOG00000069707	RATNO	5	multi_copy	singleton	ENSMFAG00000049923	HQ_SNG_003850		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	1	2
ENSRNOG00000070974	OG_00198	HQ_14446	Rpl7a	RATNO	5	multi_copy	1to1	ENSMFAG00000049923	HQ_SNG_003850		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	1	3
ENSRNOG00000031244	OG_00198	HQ_SNG_012777	ENSRNOG00000031244	RATNO	5	multi_copy	singleton	ENSMFAG00000049923	HQ_SNG_003850		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1	0.0	1	4
ENSRNOG00000033843	OG_00198	HQ_SNG_013024	AABR07007121.1	RATNO	5	multi_copy	singleton	ENSMFAG00000049923	HQ_SNG_003850		MACFA	5	multi_copy	singleton	96.2406	96.2406	0.0	0.0	0.0	0.09090909090909091	0.0	1	5
ENSRNOG00000033030	OG_00198	HQ_SNG_012943	AABR07072440.1	RATNO	5	multi_copy	singleton	ENSMFAG00000049923	HQ_SNG_003850		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	1	6
ENSRNOG00000070681	OG_00198	HQ_SNG_016915	ENSRNOG00000070681	RATNO	5	multi_copy	singleton	ENSMFAG00000049923	HQ_SNG_003850		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	1	7
ENSRNOG00000062587	OG_00050	HQ_SNG_014351	ENSRNOG00000062587	RATNO	5	multi_copy	singleton	ENSMFAG00000049936	HQ_SNG_003854		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2727272727272727	0.0	3	1
ENSRNOG00000065629	OG_00050	HQ_SNG_015311	ENSRNOG00000065629	RATNO	5	multi_copy	singleton	ENSMFAG00000049936	HQ_SNG_003854		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2	0.0	2	2
ENSRNOG00000068055	OG_00050	HQ_SNG_016065	ENSRNOG00000068055	RATNO	5	multi_copy	singleton	ENSMFAG00000049936	HQ_SNG_003854		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2	0.0	2	3
ENSRNOG00000070244	OG_00050	HQ_SNG_016765	ENSRNOG00000070244	RATNO	5	multi_copy	singleton	ENSMFAG00000049936	HQ_SNG_003854		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	2	4
ENSRNOG00000066406	OG_00050	HQ_19657	ENSRNOG00000066406	RATNO	5	multi_copy	1to1	ENSMFAG00000049936	HQ_SNG_003854		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1	0.0	3	5
ENSRNOG00000006333	OG_00231	HQ_SNG_011722	AABR07065789.1	RATNO	4	multi_copy	singleton	ENSMFAG00000049939	HQ_SNG_003856		MACFA	4	multi_copy	singleton	31.4516	56.5217	50.0	0.0	0.0	0.15384615384615385	0.0	1	1
ENSRNOG00000062657	OG_00231	HQ_19528	ENSRNOG00000062657	RATNO	4	multi_copy	1to1	ENSMFAG00000049939	HQ_SNG_003856		MACFA	4	multi_copy	singleton	37.1901	65.2174	25.0	0.0	0.0	0.15384615384615385	0.0	1	2
ENSRNOG00000065459	OG_00231	HQ_SNG_015257	ENSRNOG00000065459	RATNO	4	multi_copy	singleton	ENSMFAG00000049939	HQ_SNG_003856		MACFA	4	multi_copy	singleton	31.4286	47.8261	25.0	0.0	0.0	0.15384615384615385	0.0	1	3
ENSRNOG00000070455	OG_00231	HQ_SNG_016847	ENSRNOG00000070455	RATNO	4	multi_copy	singleton	ENSMFAG00000049939	HQ_SNG_003856		MACFA	4	multi_copy	singleton	33.0645	59.4203	25.0	0.0	0.0	0.14285714285714285	0.0	3	4
ENSRNOG00000063103	OG_01441	HQ_05283	Arpp19	RATNO	5	multi_copy	1to1	ENSMFAG00000049942	HQ_05283	ARPP19	MACFA	5	multi_copy	1to1	70.3448	71.831	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000023086	OG_01441	HQ_SNG_012250	Arpp19	RATNO	5	multi_copy	singleton	ENSMFAG00000049942	HQ_05283	ARPP19	MACFA	5	multi_copy	1to1	88.3929	69.7183	0.0	0.0	0.0	0.09090909090909091	0.0	1	2
ENSRNOG00000014312	OG_00364	HQ_00079	AC109737.1	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049950	HQ_00079		MACFA	5	multi_copy	multi_copy	74.4361	69.7183	50.0	0.0	0.0	0.3	0.2727272727272727	3	1
ENSRNOG00000070909	OG_00364	HQ_00079	ENSRNOG00000070909	RATNO	5	multi_copy	multi_copy	ENSMFAG00000049950	HQ_00079		MACFA	5	multi_copy	multi_copy	49.7512	70.4225	50.0	0.0	0.0	0.3	0.2727272727272727	3	2
ENSRNOG00000043332	OG_15004	HQ_13086	Foxd1	RATNO	5	1to1	1to1	ENSMFAG00000049955	HQ_13086	FOXD1	MACFA	5	1to1	1to1	61.3187	58.2463	100.0	0.0	1.0	0.7	0.7	1	1
ENSRNOG00000024119	OG_06206	HQ_04656	Ghsr	RATNO	5	1to1	1to1	ENSMFAG00000049961	HQ_04656	GHSR	MACFA	5	1to1	1to1	95.3297	94.8087	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000004560	OG_01591	HQ_14455	Cacna1b	RATNO	5	multi_copy	1to1	ENSMFAG00000049975	HQ_SNG_003869		MACFA	5	multi_copy	singleton	16.7164	78.7149	50.0	0.0	0.0	0.2857142857142857	0.1111111111111111	2	1
ENSRNOG00000007993	OG_01420	HQ_13966	Sh3tc1	RATNO	5	multi_copy	1to1	ENSMFAG00000049979	HQ_SNG_003871		MACFA	5	multi_copy	singleton	10.9874	36.1858	0.0	0.0	0.0	0.09090909090909091	0.0	2	1
ENSRNOG00000017037	OG_11730	HQ_10027	Otud3	RATNO	5	1to1	1to1	ENSMFAG00000049989	HQ_10027	OTUD3	MACFA	5	1to1	1to1	82.398	81.3602	100.0	0.0	1.0	0.46153846153846156	0.46153846153846156	1	1
ENSRNOG00000027030	OG_09140	HQ_07535	Adm	RATNO	5	1to1	1to1	ENSMFAG00000049999	HQ_07535	ADM	MACFA	5	1to1	1to1	68.1081	68.1081	100.0	0.0	1.0	0.375	0.375	1	1
ENSRNOG00000067917	OG_00089	HQ_SNG_016032	ENSRNOG00000067917	RATNO	3	multi_copy	singleton	ENSMFAG00000050008	HQ_SNG_003880		MACFA	3	multi_copy	singleton	36.0515	36.5747	0.0	0.0	0.0	0.09090909090909091	0.0	10	1
ENSRNOG00000005861	OG_00089	HQ_SNG_011706	Hsd11b1	RATNO	3	multi_copy	singleton	ENSMFAG00000050008	HQ_SNG_003880		MACFA	3	multi_copy	singleton	36.5942	58.6357	0.0	0.0	0.0	0.07692307692307693	0.0	8	2
ENSRNOG00000029360	OG_00089	HQ_SNG_012599	Serinc1	RATNO	3	multi_copy	singleton	ENSMFAG00000050008	HQ_SNG_003880		MACFA	3	multi_copy	singleton	23.5922	57.7649	0.0	0.0	0.0	0.07692307692307693	0.0	11	3
ENSRNOG00000055015	OG_00089	HQ_SNG_013911	AABR07015559.1	RATNO	3	multi_copy	singleton	ENSMFAG00000050008	HQ_SNG_003880		MACFA	3	multi_copy	singleton	45.666	31.3498	0.0	0.0	0.0	0.07142857142857142	0.0	8	4
ENSRNOG00000047294	OG_00089	HQ_SNG_013494	AABR07043115.1	RATNO	3	multi_copy	singleton	ENSMFAG00000050008	HQ_SNG_003880		MACFA	3	multi_copy	singleton	28.7088	60.6676	0.0	0.0	0.0	0.07142857142857142	0.0	11	5
ENSRNOG00000060618	OG_00089	HQ_SNG_014184	AABR07027267.1	RATNO	3	multi_copy	singleton	ENSMFAG00000050008	HQ_SNG_003880		MACFA	3	multi_copy	singleton	25.183	49.9274	0.0	0.0	0.0	0.06666666666666667	0.0	10	6
ENSRNOG00000070631	OG_00089	HQ_SNG_016897	ENSRNOG00000070631	RATNO	3	multi_copy	singleton	ENSMFAG00000050008	HQ_SNG_003880		MACFA	3	multi_copy	singleton	37.8458	55.5878	0.0	0.0	0.0	0.0625	0.0	11	7
ENSRNOG00000049882	OG_08369	HQ_06781	Adcyap1	RATNO	5	1to1	1to1	ENSMFAG00000050015	HQ_06781	ADCYAP1	MACFA	5	1to1	1to1	70.8571	61.6915	50.0	0.0	0.0	0.3	0.18181818181818182	1	1
ENSRNOG00000065554	OG_00017	HQ_00001	ENSRNOG00000065554	RATNO	5	multi_copy	multi_copy	ENSMFAG00000050022	HQ_00001		MACFA	5	multi_copy	multi_copy	54.5977	50.2645	75.0	0.0	1.0	0.5	0.2857142857142857	1	1
ENSRNOG00000063201	OG_00017	HQ_00001	Ifna4	RATNO	5	multi_copy	multi_copy	ENSMFAG00000050022	HQ_00001		MACFA	5	multi_copy	multi_copy	59.2593	59.2593	75.0	0.0	1.0	0.42857142857142855	0.25	3	2
