ensembl_id_MOUSE	ens_orthogroup_id	ens_hqorthogroup_id_MOUSE	gene_symbol_MOUSE	species_code_MOUSE	n_species_MOUSE	ens_orthogroup_status_MOUSE	ens_hqorthogroup_status_MOUSE	ensembl_id_MACFA	ens_hqorthogroup_id_MACFA	gene_symbol_MACFA	species_code_MACFA	n_species_MACFA	ens_orthogroup_status_MACFA	ens_hqorthogroup_status_MACFA	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_MOUSE	ortholog_rank_MACFA
ENSMUSG00000026424	OG_11749	HQ_10044	Gpr37l1	MOUSE	5	1to1	1to1	ENSMFAG00000045614	HQ_10044	GPR37L1	MACFA	5	1to1	1to1	90.6445	90.6445	100.0	0.0	1.0	0.625	0.625	1	1
ENSMUSG00000026450	OG_07282	HQ_05694	Chit1	MOUSE	5	1to1	1to1	ENSMFAG00000045615	HQ_05694	CHIT1	MACFA	5	1to1	1to1	72.6293	70.0624	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000020901	OG_08386	HQ_06798	Pik3r5	MOUSE	5	1to1	1to1	ENSMFAG00000045616	HQ_06798	PIK3R5	MACFA	5	1to1	1to1	87.4856	86.4926	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000036777	OG_01116	HQ_00825	Anln	MOUSE	5	multi_copy	1to1	ENSMFAG00000045618	HQ_00825	ANLN	MACFA	5	multi_copy	1to1	80.1963	78.5153	25.0	0.0	0.0	0.2857142857142857	0.25	1	1
ENSMUSG00000071015	OG_14401	HQ_12557	Gm136	MOUSE	5	1to1	1to1	ENSMFAG00000045620	HQ_12557	C6orf163	MACFA	5	1to1	1to1	72.2561	72.0365	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000028933	OG_13991	HQ_12160	Xrcc2	MOUSE	5	1to1	1to1	ENSMFAG00000045621	HQ_12160	XRCC2	MACFA	5	1to1	1to1	78.4173	77.8571	100.0	55.05	1.0	0.4444444444444444	0.36363636363636365	1	1
ENSMUSG00000040828	OG_12375	HQ_SNG_008339	Catsperd	MOUSE	5	1to1	singleton	ENSMFAG00000045623	HQ_16740	CATSPERD	MACFA	5	1to1	1to1	49.6894	48.6027	50.0	0.0	0.0	0.18181818181818182	0.0	1	1
ENSMUSG00000043587	OG_09720	HQ_08100	Pxylp1	MOUSE	5	1to1	1to1	ENSMFAG00000045625	HQ_08100	PXYLP1	MACFA	5	1to1	1to1	88.3333	88.3333	100.0	0.0	1.0	0.125	0.125	1	1
ENSMUSG00000049291	OG_00999	HQ_15445	Prss38	MOUSE	5	multi_copy	1to1	ENSMFAG00000045626	HQ_15445	PRSS38	MACFA	5	multi_copy	1to1	59.0062	58.2822	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMUSG00000033498	OG_14946	HQ_13032	Strc	MOUSE	5	1to1	1to1	ENSMFAG00000045628	HQ_13032	STRC	MACFA	5	1to1	1to1	85.7933	87.8325	100.0	0.0	1.0	0.6666666666666666	0.42857142857142855	1	1
ENSMUSG00000029833	OG_06293	HQ_04744	Trim24	MOUSE	5	1to1	1to1	ENSMFAG00000045630	HQ_04744	TRIM24	MACFA	5	1to1	1to1	93.53	93.619	100.0	56.7	1.0	0.3	0.3	1	1
ENSMUSG00000022871	OG_03669	HQ_02104	Fetub	MOUSE	5	1to1	1to1	ENSMFAG00000045631	HQ_02104	FETUB	MACFA	5	1to1	1to1	65.2062	66.2304	75.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000030963	OG_11649	HQ_09949	Umod	MOUSE	5	1to1	1to1	ENSMFAG00000045632	HQ_09949	UMOD	MACFA	5	1to1	1to1	56.5421	68.4906	100.0	0.0	1.0	0.4444444444444444	0.3	1	1
ENSMUSG00000028114	OG_08814	HQ_07218	Mettl14	MOUSE	5	1to1	1to1	ENSMFAG00000045633	HQ_07218	METTL14	MACFA	5	1to1	1to1	98.9035	98.9035	100.0	0.0	1.0	1.0	1.0	1	1
ENSMUSG00000035900	OG_03198	HQ_01636	Gramd4	MOUSE	5	1to1	1to1	ENSMFAG00000045635	HQ_01636	GRAMD4	MACFA	5	1to1	1to1	88.4676	86.4198	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000040181	OG_02360	HQ_00804	Fmo1	MOUSE	5	1to1	1to1	ENSMFAG00000045636	HQ_00804	FMO1	MACFA	5	1to1	1to1	82.8947	82.8947	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000003657	OG_12038	HQ_10320	Calb2	MOUSE	5	1to1	1to1	ENSMFAG00000045637	HQ_10320	CALB2	MACFA	5	1to1	1to1	96.31	96.31	100.0	60.78	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000042246	OG_11820	HQ_10114	Tmc7	MOUSE	5	1to1	1to1	ENSMFAG00000045638	HQ_10114	TMC7	MACFA	5	1to1	1to1	88.843	84.6457	50.0	0.0	0.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000022353	OG_11866	HQ_10160	Mtss1	MOUSE	5	1to1	1to1	ENSMFAG00000045642	HQ_10160	MTSS1	MACFA	5	1to1	1to1	92.6219	89.6684	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000032094	OG_11314	HQ_09630	Cd3d	MOUSE	5	1to1	1to1	ENSMFAG00000045644	HQ_09630	CD3D	MACFA	5	1to1	1to1	61.8497	58.4699	75.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000035572	OG_06290	HQ_04741	Dcaf10	MOUSE	5	1to1	1to1	ENSMFAG00000045646	HQ_04741	DCAF10	MACFA	5	1to1	1to1	81.9788	89.9225	100.0	0.0	1.0	1.0	1.0	1	1
ENSMUSG00000035107	OG_02774	HQ_01212	Dcbld2	MOUSE	5	1to1	1to1	ENSMFAG00000045647	HQ_01212	DCBLD2	MACFA	5	1to1	1to1	76.4629	84.8485	100.0	30.65	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMUSG00000034789	OG_11627	HQ_14916	Rab24	MOUSE	5	1to1	1to1	ENSMFAG00000045651	HQ_14916	RAB24	MACFA	5	1to1	1to1	98.5222	98.5222	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000024563	OG_12438	HQ_10713	Smad2	MOUSE	5	1to1	1to1	ENSMFAG00000045652	HQ_10713	SMAD2	MACFA	5	1to1	1to1	99.5717	99.5717	100.0	100.0	1.0	0.42857142857142855	0.25	1	1
ENSMUSG00000037112	OG_11756	HQ_10049	Sik2	MOUSE	5	1to1	1to1	ENSMFAG00000045653	HQ_10049	SIK2	MACFA	5	1to1	1to1	80.0215	76.8834	100.0	65.11	1.0	0.4	0.4	1	1
ENSMUSG00000027177	OG_05099	HQ_03556	Hipk3	MOUSE	5	1to1	1to1	ENSMFAG00000045654	HQ_03556	HIPK3	MACFA	5	1to1	1to1	90.3545	90.2058	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000020532	OG_15190	HQ_13260	Acaca	MOUSE	5	1to1	1to1	ENSMFAG00000045655	HQ_13260	ACACA	MACFA	5	1to1	1to1	97.5266	95.9715	100.0	60.78	1.0	0.4	0.4	1	1
ENSMUSG00000035770	OG_07607	HQ_06020	Dync1li2	MOUSE	5	1to1	1to1	ENSMFAG00000045659	HQ_06020	DYNC1LI2	MACFA	5	1to1	1to1	96.9512	96.9512	100.0	0.0	1.0	1.0	1.0	1	1
ENSMUSG00000029821	OG_04663	HQ_03103	Gsdme	MOUSE	5	1to1	1to1	ENSMFAG00000045660	HQ_03103	GSDME	MACFA	5	1to1	1to1	67.3828	69.697	100.0	91.95	1.0	0.75	0.75	1	1
ENSMUSG00000089809	OG_08041	HQ_06453	Rasgef1b	MOUSE	5	1to1	1to1	ENSMFAG00000045661	HQ_06453	RASGEF1B	MACFA	5	1to1	1to1	93.0233	92.8571	100.0	48.46	1.0	0.125	0.125	1	1
ENSMUSG00000031539	OG_03056	HQ_01490	Ap3m2	MOUSE	5	1to1	1to1	ENSMFAG00000045662	HQ_01490	AP3M2	MACFA	5	1to1	1to1	97.6077	97.6077	100.0	0.0	1.0	0.8	0.8	1	1
ENSMUSG00000034037	OG_09637	HQ_08024	Fgd5	MOUSE	5	1to1	1to1	ENSMFAG00000045664	HQ_08024	FGD5	MACFA	5	1to1	1to1	68.7583	69.4463	100.0	16.71	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000032601	OG_05489	HQ_03942	Prkar2a	MOUSE	5	1to1	1to1	ENSMFAG00000045665	HQ_03942	PRKAR2A	MACFA	5	1to1	1to1	87.0647	86.6337	100.0	99.66	1.0	0.8	0.8	1	1
ENSMUSG00000026121	OG_11554	HQ_09856	Sema4c	MOUSE	5	1to1	1to1	ENSMFAG00000045666	HQ_09856	SEMA4C	MACFA	5	1to1	1to1	88.8489	88.9556	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000001632	OG_09815	HQ_08192	Brpf1	MOUSE	5	1to1	1to1	ENSMFAG00000045669	HQ_08192	BRPF1	MACFA	5	1to1	1to1	95.4473	97.9508	100.0	0.0	1.0	0.4	0.4	1	1
ENSMUSG00000026499	OG_13135	HQ_11366	Acbd3	MOUSE	5	1to1	1to1	ENSMFAG00000045670	HQ_11366	ACBD3	MACFA	5	1to1	1to1	88.5714	88.0682	100.0	0.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSMUSG00000028467	OG_03054	HQ_01488	Gba2	MOUSE	5	1to1	1to1	ENSMFAG00000045671	HQ_01488	GBA2	MACFA	5	1to1	1to1	87.146	86.2999	75.0	0.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMUSG00000049091	OG_16580	HQ_15235	Sephs2	MOUSE	4	1to1	1to1	ENSMFAG00000045673	HQ_15235	SEPHS2	MACFA	4	1to1	1to1	71.6814	93.3718	100.0	24.96	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMUSG00000040296	OG_04808	HQ_03251	Rigi	MOUSE	5	1to1	1to1	ENSMFAG00000045674	HQ_03251	RIGI	MACFA	5	1to1	1to1	76.2419	74.2376	50.0	0.0	0.0	0.36363636363636365	0.36363636363636365	1	1
ENSMUSG00000089789	OG_00181	HQ_00031	Rdh1	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000045675	HQ_00031		MACFA	5	multi_copy	multi_copy	72.8707	65.4391	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMUSG00000054052	OG_00181	HQ_00031	Rdh19	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000045675	HQ_00031		MACFA	5	multi_copy	multi_copy	70.7547	63.7394	100.0	0.0	1.0	0.42857142857142855	0.375	2	2
ENSMUSG00000074639	OG_00181	HQ_00031	Rdh16f2	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000045675	HQ_00031		MACFA	5	multi_copy	multi_copy	68.8679	62.0397	100.0	0.0	1.0	0.42857142857142855	0.375	2	3
ENSMUSG00000069456	OG_00181	HQ_00031	Rdh16	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000045675	HQ_00031		MACFA	5	multi_copy	multi_copy	72.8707	65.4391	100.0	0.0	1.0	0.375	0.3333333333333333	2	4
ENSMUSG00000056148	OG_00181	HQ_00031	Rdh9	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000045675	HQ_00031		MACFA	5	multi_copy	multi_copy	71.2934	64.0227	100.0	0.0	1.0	0.375	0.375	2	5
ENSMUSG00000040134	OG_00181	HQ_17362	Rdh7	MOUSE	5	multi_copy	1to1	ENSMFAG00000045675	HQ_00031		MACFA	5	multi_copy	multi_copy	72.1519	64.5892	0.0	0.0	0.0	0.42857142857142855	0.375	2	6
ENSMUSG00000038651	OG_09507	HQ_07894	Sycp2l	MOUSE	5	1to1	1to1	ENSMFAG00000045676	HQ_07894	SYCP2L	MACFA	5	1to1	1to1	49.8812	53.3672	100.0	0.0	0.0	0.625	0.625	1	1
ENSMUSG00000032558	OG_05471	HQ_03923	Nphp3	MOUSE	5	1to1	1to1	ENSMFAG00000045677	HQ_03923	NPHP3	MACFA	5	1to1	1to1	81.283	87.6322	100.0	0.0	1.0	0.375	0.375	1	1
ENSMUSG00000020928	OG_15808	HQ_14101	Higd1b	MOUSE	4	1to1	1to1	ENSMFAG00000045678	HQ_14101	HIGD1B	MACFA	4	1to1	1to1	76.5306	75.7576	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000018217	OG_04986	HQ_03437	Pmp22	MOUSE	5	1to1	1to1	ENSMFAG00000045679	HQ_03437	PMP22	MACFA	5	1to1	1to1	87.5	87.5	100.0	0.0	1.0	0.4	0.2727272727272727	1	1
ENSMUSG00000039069	OG_04086	HQ_02541	Mtg2	MOUSE	5	1to1	1to1	ENSMFAG00000045680	HQ_02541	MTG2	MACFA	5	1to1	1to1	81.7284	76.6204	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000020134	OG_01986	HQ_12258	Peli1	MOUSE	5	multi_copy	1to1	ENSMFAG00000045683	HQ_12258	PELI1	MACFA	5	multi_copy	1to1	99.5215	98.1132	100.0	0.0	1.0	0.42857142857142855	0.25	1	1
ENSMUSG00000060992	OG_05199	HQ_03653	Copz1	MOUSE	5	1to1	1to1	ENSMFAG00000045686	HQ_03653	COPZ1	MACFA	5	1to1	1to1	87.5706	63.2653	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000038965	OG_00683	HQ_11694	Ube2l3	MOUSE	5	multi_copy	1to1	ENSMFAG00000045697	HQ_18412	UBE2L5	MACFA	5	multi_copy	1to1	98.0519	98.0519	0.0	0.0	0.0	0.09090909090909091	0.0	3	1
ENSMUSG00000035131	OG_10366	HQ_08701	Brinp3	MOUSE	5	1to1	1to1	ENSMFAG00000045708	HQ_08701	BRINP3	MACFA	5	1to1	1to1	97.6501	97.6501	100.0	40.59	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMUSG00000019874	OG_10776	HQ_09103	Fabp7	MOUSE	5	1to1	1to1	ENSMFAG00000045709	HQ_09103	FABP7	MACFA	5	1to1	1to1	54.2553	77.2727	75.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000047021	OG_13001	HQ_11235	Cfap65	MOUSE	5	1to1	1to1	ENSMFAG00000045713	HQ_11235	CFAP65	MACFA	5	1to1	1to1	71.7921	68.8831	75.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000060461	OG_00704	HQ_12560	Dppa5a	MOUSE	5	multi_copy	1to1	ENSMFAG00000045714	HQ_12560	DPPA5	MACFA	5	multi_copy	1to1	62.7119	51.7483	50.0	0.0	0.0	0.2222222222222222	0.1	1	1
ENSMUSG00000057715	OG_10900	HQ_09222	A830018L16Rik	MOUSE	5	1to1	1to1	ENSMFAG00000045715	HQ_09222	C8orf34	MACFA	5	1to1	1to1	87.8788	74.7698	100.0	57.61	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000033478	OG_09343	HQ_07741	Fhip2a	MOUSE	5	1to1	1to1	ENSMFAG00000045717	HQ_07741	FHIP2A	MACFA	5	1to1	1to1	92.6702	92.549	100.0	0.0	1.0	0.8	0.8	1	1
ENSMUSG00000052160	OG_11154	HQ_09471	Pld4	MOUSE	5	1to1	1to1	ENSMFAG00000045718	HQ_09471	PLD4	MACFA	5	1to1	1to1	71.7694	70.5078	100.0	0.0	1.0	0.3	0.3	1	1
ENSMUSG00000041058	OG_06320	HQ_04768	Wwp1	MOUSE	5	1to1	1to1	ENSMFAG00000045719	HQ_04768	WWP1	MACFA	5	1to1	1to1	91.0675	90.6725	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000046318	OG_13186	HQ_11413	Ccbe1	MOUSE	5	1to1	1to1	ENSMFAG00000045721	HQ_11413	CCBE1	MACFA	5	1to1	1to1	88.2353	88.67	75.0	92.52	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSMUSG00000057457	OG_04226	HQ_02677	Phex	MOUSE	5	1to1	1to1	ENSMFAG00000045722	HQ_02677	PHEX	MACFA	5	1to1	1to1	95.8611	95.8611	100.0	0.0	1.0	0.18181818181818182	0.18181818181818182	1	1
ENSMUSG00000022468	OG_05193	HQ_03647	Endou	MOUSE	5	1to1	1to1	ENSMFAG00000045723	HQ_03647	ENDOU	MACFA	5	1to1	1to1	66.5198	73.4793	100.0	30.23	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000047710	OG_16929	HQ_15679	Champ1	MOUSE	4	1to1	1to1	ENSMFAG00000045724	HQ_15679	CHAMP1	MACFA	4	1to1	1to1	77.0574	76.1084	50.0	0.0	0.0	0.2727272727272727	0.2727272727272727	1	1
ENSMUSG00000022306	OG_11735	HQ_10031	Zfpm2	MOUSE	5	1to1	1to1	ENSMFAG00000045726	HQ_10031	ZFPM2	MACFA	5	1to1	1to1	93.8315	93.8315	100.0	98.78	1.0	0.5	0.5	1	1
ENSMUSG00000022615	OG_15345	HQ_13371	Tymp	MOUSE	4	1to1	1to1	ENSMFAG00000045728	HQ_13371	TYMP	MACFA	4	1to1	1to1	65.1805	47.4498	100.0	0.0	0.0	0.375	0.375	1	1
ENSMUSG00000029028	OG_07018	HQ_05438	Lrrc47	MOUSE	5	1to1	1to1	ENSMFAG00000045730	HQ_05438	LRRC47	MACFA	5	1to1	1to1	85.2405	86.2416	100.0	43.69	1.0	0.5	0.5	1	1
ENSMUSG00000034591	OG_07667	HQ_06085	Slc41a2	MOUSE	5	1to1	1to1	ENSMFAG00000045731	HQ_06085	SLC41A2	MACFA	5	1to1	1to1	91.0995	91.0995	100.0	34.49	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000021374	OG_06497	HQ_04936	Nup153	MOUSE	5	1to1	1to1	ENSMFAG00000045732	HQ_04936	NUP153	MACFA	5	1to1	1to1	82.0793	82.4176	100.0	0.0	1.0	0.75	0.75	1	1
ENSMUSG00000025351	OG_07551	HQ_05963	Cd63	MOUSE	5	1to1	1to1	ENSMFAG00000045733	HQ_05963	CD63	MACFA	5	1to1	1to1	78.9916	78.9916	75.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000020251	OG_06128	HQ_04581	Glt8d2	MOUSE	5	1to1	1to1	ENSMFAG00000045735	HQ_04581	GLT8D2	MACFA	5	1to1	1to1	66.205	72.4242	50.0	0.0	0.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000064043	OG_06461	HQ_04900	Trerf1	MOUSE	5	1to1	1to1	ENSMFAG00000045736	HQ_04900	TRERF1	MACFA	5	1to1	1to1	87.6735	88.4679	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000039201	OG_02986	HQ_01422	Tbc1d25	MOUSE	5	1to1	1to1	ENSMFAG00000045738	HQ_01422	TBC1D25	MACFA	5	1to1	1to1	82.8841	89.1304	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000014496	OG_14616	HQ_12744	Ankrd28	MOUSE	5	1to1	1to1	ENSMFAG00000045739	HQ_12744	ANKRD28	MACFA	5	1to1	1to1	96.7682	97.127	100.0	0.0	1.0	0.4	0.4	1	1
ENSMUSG00000025817	OG_10991	HQ_14793	Nudt5	MOUSE	5	1to1	1to1	ENSMFAG00000045740	HQ_14793	NUDT5	MACFA	5	1to1	1to1	81.1927	71.6599	100.0	82.96	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000038403	OG_11522	HQ_09824	Hjv	MOUSE	5	1to1	1to1	ENSMFAG00000045741	HQ_09824	HJV	MACFA	5	1to1	1to1	87.619	86.1827	50.0	54.51	0.0	0.14285714285714285	0.14285714285714285	1	1
ENSMUSG00000075486	OG_16814	HQ_15522	Commd6	MOUSE	4	1to1	1to1	ENSMFAG00000045742	HQ_15522	COMMD6	MACFA	4	1to1	1to1	71.2644	62.0	100.0	86.79	1.0	0.5	0.5	1	1
ENSMUSG00000022228	OG_14054	HQ_12219	Zscan26	MOUSE	5	1to1	1to1	ENSMFAG00000045743	HQ_12219	ZSCAN26	MACFA	5	1to1	1to1	70.8155	69.1824	100.0	0.0	1.0	0.4444444444444444	0.3	1	1
ENSMUSG00000022668	OG_10563	HQ_08888	Gtpbp8	MOUSE	5	1to1	1to1	ENSMFAG00000045745	HQ_08888	GTPBP8	MACFA	5	1to1	1to1	73.3333	73.5916	100.0	0.0	1.0	1.0	0.3333333333333333	1	1
ENSMUSG00000024966	OG_11506	HQ_09810	Stip1	MOUSE	5	1to1	1to1	ENSMFAG00000045746	HQ_09810	STIP1	MACFA	5	1to1	1to1	89.3186	79.7697	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000026579	OG_14296	HQ_12457	F5	MOUSE	5	1to1	1to1	ENSMFAG00000045747	HQ_12457	F5	MACFA	5	1to1	1to1	69.858	67.959	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000017999	OG_06434	HQ_04873	Ddx27	MOUSE	5	1to1	1to1	ENSMFAG00000045749	HQ_04873	DDX27	MACFA	5	1to1	1to1	92.3684	92.0052	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000042589	OG_05172	HQ_03627	Cux2	MOUSE	5	1to1	1to1	ENSMFAG00000045750	HQ_03627	CUX2	MACFA	5	1to1	1to1	79.2426	79.6897	100.0	81.65	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000024286	OG_04884	HQ_03327	Ccny	MOUSE	5	1to1	1to1	ENSMFAG00000045751	HQ_03327	CCNY	MACFA	5	1to1	1to1	98.2405	98.2405	25.0	0.0	0.0	0.25	0.25	1	1
ENSMUSG00000030849	OG_02937	HQ_01375	Fgfr2	MOUSE	5	1to1	1to1	ENSMFAG00000045752	HQ_01375	FGFR2	MACFA	5	1to1	1to1	94.7619	94.6492	100.0	93.83	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000039967	OG_13860	HQ_12041	Zfp292	MOUSE	5	1to1	1to1	ENSMFAG00000045756	HQ_12041	ZNF292	MACFA	5	1to1	1to1	80.7265	80.5473	75.0	0.0	1.0	0.2727272727272727	0.2727272727272727	1	1
ENSMUSG00000024992	OG_03778	HQ_02218	Pde6c	MOUSE	5	1to1	1to1	ENSMFAG00000045757	HQ_02218	PDE6C	MACFA	5	1to1	1to1	86.5273	86.8298	100.0	56.69	1.0	0.8	0.8	1	1
ENSMUSG00000051200	OG_17310	HQ_16095	Or5e1	MOUSE	4	1to1	1to1	ENSMFAG00000045758	HQ_16095		MACFA	4	1to1	1to1	55.6634	89.5833	50.0	0.0	0.0	0.2	0.18181818181818182	1	1
ENSMUSG00000074570	OG_03573	HQ_02008	Cass4	MOUSE	5	1to1	1to1	ENSMFAG00000045759	HQ_02008	CASS4	MACFA	5	1to1	1to1	62.8109	64.2494	100.0	99.67	1.0	0.625	0.625	1	1
ENSMUSG00000055067	OG_13454	HQ_11664	Smyd3	MOUSE	5	1to1	1to1	ENSMFAG00000045761	HQ_11664	SMYD3	MACFA	5	1to1	1to1	93.9252	93.9252	100.0	36.75	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000027242	OG_01200	HQ_02178	Wdr76	MOUSE	5	multi_copy	1to1	ENSMFAG00000045762	HQ_02178	WDR76	MACFA	5	multi_copy	1to1	34.5659	63.2353	75.0	0.0	0.0	0.25	0.25	1	1
ENSMUSG00000026491	OG_09511	HQ_07898	Ahctf1	MOUSE	5	1to1	1to1	ENSMFAG00000045763	HQ_07898	AHCTF1	MACFA	5	1to1	1to1	71.6897	70.9934	50.0	0.0	0.0	0.16666666666666666	0.16666666666666666	1	1
ENSMUSG00000001998	OG_03384	HQ_01822	Ap4e1	MOUSE	5	1to1	1to1	ENSMFAG00000045764	HQ_01822	AP4E1	MACFA	5	1to1	1to1	81.4617	80.387	50.0	0.0	0.0	0.14285714285714285	0.14285714285714285	1	1
ENSMUSG00000085933	OG_08505	HQ_SNG_009996	Tmem61	MOUSE	5	1to1	singleton	ENSMFAG00000045765	HQ_14349	TMEM61	MACFA	5	1to1	1to1	33.0144	32.8571	100.0	0.0	0.0	0.375	0.2222222222222222	1	1
ENSMUSG00000004864	OG_09793	HQ_08170	Mapk13	MOUSE	5	1to1	1to1	ENSMFAG00000045766	HQ_08170	MAPK13	MACFA	5	1to1	1to1	52.459	56.6372	100.0	17.75	1.0	0.6666666666666666	0.5	1	1
ENSMUSG00000002059	OG_04991	HQ_03442	Rab34	MOUSE	5	1to1	1to1	ENSMFAG00000045768	HQ_03442	RAB34	MACFA	5	1to1	1to1	83.3962	56.8123	100.0	0.0	1.0	0.25	0.1111111111111111	1	1
ENSMUSG00000017760	OG_02868	HQ_01301	Ctsa	MOUSE	5	1to1	1to1	ENSMFAG00000045769	HQ_01301	CTSA	MACFA	5	1to1	1to1	87.1951	86.8421	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000022604	OG_13097	HQ_11327	Cep97	MOUSE	5	1to1	1to1	ENSMFAG00000045770	HQ_11327	CEP97	MACFA	5	1to1	1to1	78.0374	77.2254	100.0	0.0	1.0	0.5	0.2857142857142857	1	1
ENSMUSG00000020081	OG_03189	HQ_01625	Tacr2	MOUSE	5	1to1	1to1	ENSMFAG00000045771	HQ_01625	TACR2	MACFA	5	1to1	1to1	85.1562	82.3678	100.0	96.13	1.0	0.375	0.375	1	1
ENSMUSG00000038765	OG_07802	HQ_06220	Lmx1b	MOUSE	5	1to1	1to1	ENSMFAG00000045773	HQ_06220	LMX1B	MACFA	5	1to1	1to1	98.2544	99.7468	100.0	0.0	1.0	0.375	0.375	1	1
ENSMUSG00000078695	OG_15185	HQ_16037	Cisd3	MOUSE	5	1to1	1to1	ENSMFAG00000045774	HQ_16037	CISD3	MACFA	5	1to1	1to1	72.2628	77.9528	100.0	0.0	1.0	0.375	0.375	1	1
ENSMUSG00000022026	OG_04277	HQ_02729	Olfm4	MOUSE	5	1to1	1to1	ENSMFAG00000045777	HQ_02729	OLFM4	MACFA	5	1to1	1to1	66.171	69.5312	100.0	0.0	1.0	0.18181818181818182	0.18181818181818182	1	1
ENSMUSG00000035429	OG_01164	HQ_00297	Ptprh	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000045778	HQ_00297		MACFA	5	multi_copy	multi_copy	57.0546	59.3783	100.0	0.0	1.0	0.375	0.375	1	1
ENSMUSG00000027284	OG_08238	HQ_06648	Cdan1	MOUSE	5	1to1	1to1	ENSMFAG00000045780	HQ_06648	CDAN1	MACFA	5	1to1	1to1	86.5214	88.5219	100.0	0.0	1.0	0.4	0.4	1	1
ENSMUSG00000052469	OG_00720	HQ_SNG_008639	Tcp10c	MOUSE	5	multi_copy	singleton	ENSMFAG00000045781	HQ_SNG_003107		MACFA	5	multi_copy	singleton	8.09129	16.1826	0.0	0.0	0.0	0.14285714285714285	0.0	2	1
ENSMUSG00000055602	OG_00720	HQ_SNG_008717	Tcp10b	MOUSE	5	multi_copy	singleton	ENSMFAG00000045781	HQ_SNG_003107		MACFA	5	multi_copy	singleton	9.36073	17.0124	0.0	0.0	0.0	0.125	0.0	2	2
ENSMUSG00000071322	OG_00720	HQ_SNG_009294	Tcp10a	MOUSE	5	multi_copy	singleton	ENSMFAG00000045781	HQ_SNG_003107		MACFA	5	multi_copy	singleton	9.36073	17.0124	0.0	0.0	0.0	0.1111111111111111	0.0	2	3
